"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",qs:0.6.6,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?qs,"","","","",pkg:npm/qs@0.6.6,"",CVE-2014-10064,CWE-770 Allocation of Resources Without Limits or Throttling,"qs - Allocation of resources without limits or throttling [CVE-2014-10064]  The software allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on how many resources can be allocated, in violation of the intended security policy for that actor.",OSSINDEX,LOW,2.7,/AV:N/AC:L/Au:/C:N/I:N/A:L,"","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",qs:6.2.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/qs:6.2.1,"A querystring parser that supports nesting and arrays, with a depth limit",BSD-3-Clause,"","",pkg:npm/qs@6.2.1,cpe:2.3:a:qs_project:qs:6.2.1:*:*:*:*:*:*:*,CVE-2017-1000048,CWE-20 Improper Input Validation,"the web framework using ljharb's qs module older than v6.3.2, v6.2.3, v6.1.2, and v6.0.4 is vulnerable to a DoS. A malicious user can send a evil request to cause the web framework crash.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,13,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",qs:6.2.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/qs:6.2.1,"A querystring parser that supports nesting and arrays, with a depth limit",BSD-3-Clause,"","",pkg:npm/qs@6.2.1,cpe:2.3:a:qs_project:qs:6.2.1:*:*:*:*:*:*:*,CVE-2022-24999,CWE-1321,"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical Express use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as a[__proto__]=b&a[__proto__]&a[length]=100000000. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4 (and therefore Express 4.17.3, which has ""deps: qs@6.9.7"" in its release description, is not vulnerable).",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,13,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",qs:6.2.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/qs:6.2.1,"A querystring parser that supports nesting and arrays, with a depth limit",BSD-3-Clause,"","",pkg:npm/qs@6.2.1,cpe:2.3:a:qs_project:qs:6.2.1:*:*:*:*:*:*:*,1087525,"","Affected version of `qs` are vulnerable to Prototype Pollution because it is possible to bypass the protection. The `qs.parse` function fails to properly prevent an object's prototype to be altered when parsing arbitrary input. Input containing `[` or `]` may bypass the prototype pollution protection and alter the Object prototype. This allows attackers to override properties that will exist in all objects, which may lead to Denial of Service or Remote Code Execution in specific circumstances.   ## Recommendation  Upgrade to 6.0.4, 6.1.2, 6.2.3, 6.3.2 or later.",NPM,"","","","","","",HIGHEST,13,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",ramda:0.24.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/ramda:0.24.1,A practical functional library for JavaScript programmers.,MIT,"","",pkg:npm/ramda@0.24.1,cpe:2.3:a:ramdajs:ramda:0.24.1:*:*:*:*:*:*:*,CVE-2021-42581,CWE-1321,"** DISPUTED ** Prototype poisoning in function mapObjIndexed in Ramda 0.27.0 and earlier allows attackers to compromise integrity or availability of application via supplying a crafted object (that contains an own property ""__proto__"") as an argument to the function. NOTE: the vendor disputes this because the observed behavior only means that a user can create objects that the user didn't know would contain custom prototypes.",NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:N/I:P/A:P,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,HIGHEST,7,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",randomatic:1.1.5,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/randomatic:1.1.5,"Generate randomized strings of a specified length, fast. Only the length is necessary, but you can optionally generate patterns using any combination of numeric, alpha-numeric, alphabetical, special or custom characters.",MIT,"","",pkg:npm/randomatic@1.1.5,cpe:2.3:a:randomatic_project:randomatic:1.1.5:*:*:*:*:*:*:*,CVE-2017-16028,CWE-338 Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),react-native-meteor-oauth is a library for Oauth2 login to a Meteor server in React Native. The oauth Random Token is generated using a non-cryptographically strong RNG (Math.random()).,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,MEDIUM,5.3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGHEST,13,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",randomatic:1.1.5,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/randomatic:1.1.5,"Generate randomized strings of a specified length, fast. Only the length is necessary, but you can optionally generate patterns using any combination of numeric, alpha-numeric, alphabetical, special or custom characters.",MIT,"","",pkg:npm/randomatic@1.1.5,cpe:2.3:a:randomatic_project:randomatic:1.1.5:*:*:*:*:*:*:*,1090971,"",Affected versions of `randomatic` generate random values using a cryptographically weak psuedo-random number generator. This may result in predictable values instead of random values as intended.     ## Recommendation  Update to version 3.0.0 or later.,NPM,"","","","","","",HIGHEST,13,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",request:2.36.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/request:2.36.0,Simplified HTTP request client.,"Apache, Version 2.0","","",pkg:npm/request@2.36.0,cpe:2.3:a:request_project:request:2.36.0:*:*:*:*:*:*:*,CVE-2017-16026,CWE-20 Improper Input Validation,"Request is an http client. If a request is made using ```multipart```, and the body type is a ```number```, then the specified number of non-zero memory is passed in the body. This affects Request >=2.2.6 <2.47.0 || >2.51.0 <=2.67.0.",NVD,HIGH,7.1,/AV:N/AC:M/Au:N/C:C/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGHEST,7,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",request:2.36.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/request:2.36.0,Simplified HTTP request client.,"Apache, Version 2.0","","",pkg:npm/request@2.36.0,cpe:2.3:a:request_project:request:2.36.0:*:*:*:*:*:*:*,1090959,"","Affected versions of `request` will disclose local system memory to remote systems in certain circumstances. When a multipart request is made, and the type of `body` is `number`, then a buffer of that size will be allocated and sent to the remote server as the body.  ## Proof of Concept  ``` var request = require('request'); var http = require('http');  var serveFunction = function (req, res){ 	req.on('data', function (data) {             console.log(data)         }); 	res.end(); }; var server = http.createServer(serveFunction); server.listen(8000);  request({ 	method: ""POST"", 	uri: 'http://localhost:8000', 	multipart: [{body:500}] },function(err,res,body){}); ```   ## Recommendation  Update to version 2.68.0 or later",NPM,"","","","","","",HIGHEST,7,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",request:2.67.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/request:2.67.0,Simplified HTTP request client.,Apache-2.0,"","",pkg:npm/request@2.67.0,cpe:2.3:a:request_project:request:2.67.0:*:*:*:*:*:*:*,CVE-2017-16026,CWE-20 Improper Input Validation,"Request is an http client. If a request is made using ```multipart```, and the body type is a ```number```, then the specified number of non-zero memory is passed in the body. This affects Request >=2.2.6 <2.47.0 || >2.51.0 <=2.67.0.",NVD,HIGH,7.1,/AV:N/AC:M/Au:N/C:C/I:N/A:N,MEDIUM,5.9,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGHEST,7,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",request:2.67.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/request:2.67.0,Simplified HTTP request client.,Apache-2.0,"","",pkg:npm/request@2.67.0,cpe:2.3:a:request_project:request:2.67.0:*:*:*:*:*:*:*,1090960,"","Affected versions of `request` will disclose local system memory to remote systems in certain circumstances. When a multipart request is made, and the type of `body` is `number`, then a buffer of that size will be allocated and sent to the remote server as the body.  ## Proof of Concept  ``` var request = require('request'); var http = require('http');  var serveFunction = function (req, res){ 	req.on('data', function (data) {             console.log(data)         }); 	res.end(); }; var server = http.createServer(serveFunction); server.listen(8000);  request({ 	method: ""POST"", 	uri: 'http://localhost:8000', 	multipart: [{body:500}] },function(err,res,body){}); ```   ## Recommendation  Update to version 2.68.0 or later",NPM,"","","","","","",HIGHEST,7,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",shelljs:0.3.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/shelljs:0.3.0,Portable Unix shell commands for Node.js,BSD*,"","",pkg:npm/shelljs@0.3.0,cpe:2.3:a:shelljs_project:shelljs:0.3.0:*:*:*:*:*:*:*,CVE-2022-0144,CWE-269 Improper Privilege Management,shelljs is vulnerable to Improper Privilege Management,NVD,LOW,3.6,/AV:L/AC:L/Au:N/C:P/I:N/A:P,HIGH,7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,HIGHEST,7,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",shelljs:0.3.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/shelljs:0.3.0,Portable Unix shell commands for Node.js,BSD*,"","",pkg:npm/shelljs@0.3.0,cpe:2.3:a:shelljs_project:shelljs:0.3.0:*:*:*:*:*:*:*,1090457,"",shelljs is vulnerable to Improper Privilege Management,NPM,"","","","","","",HIGHEST,7,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",shelljs:0.3.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/shelljs:0.3.0,Portable Unix shell commands for Node.js,BSD*,"","",pkg:npm/shelljs@0.3.0,cpe:2.3:a:shelljs_project:shelljs:0.3.0:*:*:*:*:*:*:*,1088208,"","### Impact Output from the synchronous version of `shell.exec()` may be visible to other users on the same system. You may be affected if you execute `shell.exec()` in multi-user Mac, Linux, or WSL environments, or if you execute `shell.exec()` as the root user.  Other shelljs functions (including the asynchronous version of `shell.exec()`) are not impacted.  ### Patches Patched in shelljs 0.8.5  ### Workarounds Recommended action is to upgrade to 0.8.5.  ### References https://huntr.dev/bounties/50996581-c08e-4eed-a90e-c0bac082679c/  ### For more information If you have any questions or comments about this advisory: * Ask at https://github.com/shelljs/shelljs/issues/1058 * Open an issue at https://github.com/shelljs/shelljs/issues/new",NPM,"","","","","","",HIGHEST,7,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",sshpk:1.10.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/sshpk:1.10.1,A library for finding and using SSH public keys,MIT,"","",pkg:npm/sshpk@1.10.1,cpe:2.3:a:joyent:sshpk:1.10.1:*:*:*:*:*:*:*,CVE-2018-3737,CWE-185 Incorrect Regular Expression,sshpk is vulnerable to ReDoS when parsing crafted invalid public keys.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,11,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",sshpk:1.10.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/sshpk:1.10.1,A library for finding and using SSH public keys,MIT,"","",pkg:npm/sshpk@1.10.1,cpe:2.3:a:joyent:sshpk:1.10.1:*:*:*:*:*:*:*,1089418,"","Versions of `sshpk` before 1.13.2 or 1.14.1 are vulnerable to regular expression denial of service when parsing crafted invalid public keys.   ## Recommendation  Update to version 1.13.2, 1.14.1 or later.",NPM,"","","","","","",HIGHEST,11,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",stringstream:0.0.5,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/stringstream:0.0.5,Encode and decode streams into string streams,MIT,"","",pkg:npm/stringstream@0.0.5,"",1090117,"",All versions of `stringstream` are vulnerable to out-of-bounds read as it allocates uninitialized Buffers when number is passed in input stream on Node.js 4.x and below.   ## Recommendation  No fix is currently available for this vulnerability. It is our recommendation to not install or use this module if user input is being passed in to `stringstream`.,NPM,"","","","","","",HIGHEST,13,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",tar:2.2.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/tar:2.2.1,tar for node,ISC,"","",pkg:npm/tar@2.2.1,"cpe:2.3:a:npmjs:tar:2.2.1:*:*:*:*:*:*:*, cpe:2.3:a:tar_project:tar:2.2.1:*:*:*:*:*:*:*",CVE-2021-37701,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'), CWE-59 Improper Link Resolution Before File Access ('Link Following')","The npm package ""tar"" (aka node-tar) before versions 4.4.16, 5.0.8, and 6.1.7 has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks. Additionally, in order to prevent unnecessary stat calls to determine whether a given path is a directory, paths are cached when directories are created. This logic was insufficient when extracting tar files that contained both a directory and a symlink with the same name as the directory, where the symlink and directory names in the archive entry used backslashes as a path separator on posix systems. The cache checking logic used both `\` and `/` characters as path separators, however `\` is a valid filename character on posix systems. By first creating a directory, and then replacing that directory with a symlink, it was thus possible to bypass node-tar symlink checks on directories, essentially allowing an untrusted tar file to symlink into an arbitrary location and subsequently extracting arbitrary files into that location, thus allowing arbitrary file creation and overwrite. Additionally, a similar confusion could arise on case-insensitive filesystems. If a tar archive contained a directory at `FOO`, followed by a symbolic link named `foo`, then on case-insensitive file systems, the creation of the symbolic link would remove the directory from the filesystem, but _not_ from the internal directory cache, as it would not be treated as a cache hit. A subsequent file entry within the `FOO` directory would then be placed in the target of the symbolic link, thinking that the directory had already been created. These issues were addressed in releases 4.4.16, 5.0.8 and 6.1.7. The v3 branch of node-tar has been deprecated and did not receive patches for these issues. If you are still using a v3 release we recommend you update to a more recent version of node-tar. If this is not possible, a workaround is available in the referenced GHSA-9r2w-394v-53qc.",NVD,MEDIUM,4.4,/AV:L/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.6,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,HIGHEST,20,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",tar:2.2.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/tar:2.2.1,tar for node,ISC,"","",pkg:npm/tar@2.2.1,"cpe:2.3:a:npmjs:tar:2.2.1:*:*:*:*:*:*:*, cpe:2.3:a:tar_project:tar:2.2.1:*:*:*:*:*:*:*",CVE-2021-37712,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'), CWE-59 Improper Link Resolution Before File Access ('Link Following')","The npm package ""tar"" (aka node-tar) before versions 4.4.18, 5.0.10, and 6.1.9 has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks. Additionally, in order to prevent unnecessary stat calls to determine whether a given path is a directory, paths are cached when directories are created. This logic was insufficient when extracting tar files that contained both a directory and a symlink with names containing unicode values that normalized to the same value. Additionally, on Windows systems, long path portions would resolve to the same file system entities as their 8.3 ""short path"" counterparts. A specially crafted tar archive could thus include a directory with one form of the path, followed by a symbolic link with a different string that resolves to the same file system entity, followed by a file using the first form. By first creating a directory, and then replacing that directory with a symlink that had a different apparent name that resolved to the same entry in the filesystem, it was thus possible to bypass node-tar symlink checks on directories, essentially allowing an untrusted tar file to symlink into an arbitrary location and subsequently extracting arbitrary files into that location, thus allowing arbitrary file creation and overwrite. These issues were addressed in releases 4.4.18, 5.0.10 and 6.1.9. The v3 branch of node-tar has been deprecated and did not receive patches for these issues. If you are still using a v3 release we recommend you update to a more recent version of node-tar. If this is not possible, a workaround is available in the referenced GHSA-qq89-hq3f-393p.",NVD,MEDIUM,4.4,/AV:L/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.6,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,HIGHEST,20,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",tar:2.2.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/tar:2.2.1,tar for node,ISC,"","",pkg:npm/tar@2.2.1,"cpe:2.3:a:npmjs:tar:2.2.1:*:*:*:*:*:*:*, cpe:2.3:a:tar_project:tar:2.2.1:*:*:*:*:*:*:*",CVE-2021-37713,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The npm package ""tar"" (aka node-tar) before versions 4.4.18, 5.0.10, and 6.1.9 has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be outside of the extraction target directory is not extracted. This is, in part, accomplished by sanitizing absolute paths of entries within the archive, skipping archive entries that contain `..` path portions, and resolving the sanitized paths against the extraction target directory. This logic was insufficient on Windows systems when extracting tar files that contained a path that was not an absolute path, but specified a drive letter different from the extraction target, such as `C:some\path`. If the drive letter does not match the extraction target, for example `D:\extraction\dir`, then the result of `path.resolve(extractionDirectory, entryPath)` would resolve against the current working directory on the `C:` drive, rather than the extraction target directory. Additionally, a `..` portion of the path could occur immediately after the drive letter, such as `C:../foo`, and was not properly sanitized by the logic that checked for `..` within the normalized and split portions of the path. This only affects users of `node-tar` on Windows systems. These issues were addressed in releases 4.4.18, 5.0.10 and 6.1.9. The v3 branch of node-tar has been deprecated and did not receive patches for these issues. If you are still using a v3 release we recommend you update to a more recent version of node-tar. There is no reasonable way to work around this issue without performing the same path normalization procedures that node-tar now does. Users are encouraged to upgrade to the latest patched versions of node-tar, rather than attempt to sanitize paths themselves.",NVD,MEDIUM,4.4,/AV:L/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.6,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,HIGHEST,20,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",tar:2.2.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/tar:2.2.1,tar for node,ISC,"","",pkg:npm/tar@2.2.1,"cpe:2.3:a:npmjs:tar:2.2.1:*:*:*:*:*:*:*, cpe:2.3:a:tar_project:tar:2.2.1:*:*:*:*:*:*:*",CVE-2021-32803,CWE-59 Improper Link Resolution Before File Access ('Link Following'),"The npm package ""tar"" (aka node-tar) before versions 6.1.2, 5.0.7, 4.4.15, and 3.2.3 has an arbitrary File Creation/Overwrite vulnerability via insufficient symlink protection. `node-tar` aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks. Additionally, in order to prevent unnecessary `stat` calls to determine whether a given path is a directory, paths are cached when directories are created. This logic was insufficient when extracting tar files that contained both a directory and a symlink with the same name as the directory. This order of operations resulted in the directory being created and added to the `node-tar` directory cache. When a directory is present in the directory cache, subsequent calls to mkdir for that directory are skipped. However, this is also where `node-tar` checks for symlinks occur. By first creating a directory, and then replacing that directory with a symlink, it was thus possible to bypass `node-tar` symlink checks on directories, essentially allowing an untrusted tar file to symlink into an arbitrary location and subsequently extracting arbitrary files into that location, thus allowing arbitrary file creation and overwrite. This issue was addressed in releases 3.2.3, 4.4.15, 5.0.7 and 6.1.2.",NVD,MEDIUM,5.8,/AV:N/AC:M/Au:N/C:N/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:H,HIGHEST,20,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",tar:2.2.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/tar:2.2.1,tar for node,ISC,"","",pkg:npm/tar@2.2.1,"cpe:2.3:a:npmjs:tar:2.2.1:*:*:*:*:*:*:*, cpe:2.3:a:tar_project:tar:2.2.1:*:*:*:*:*:*:*",CVE-2021-32804,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"The npm package ""tar"" (aka node-tar) before versions 6.1.1, 5.0.6, 4.4.14, and 3.3.2 has a arbitrary File Creation/Overwrite vulnerability due to insufficient absolute path sanitization. node-tar aims to prevent extraction of absolute file paths by turning absolute paths into relative paths when the `preservePaths` flag is not set to `true`. This is achieved by stripping the absolute path root from any absolute file paths contained in a tar file. For example `/home/user/.bashrc` would turn into `home/user/.bashrc`. This logic was insufficient when file paths contained repeated path roots such as `////home/user/.bashrc`. `node-tar` would only strip a single path root from such paths. When given an absolute file path with repeating path roots, the resulting path (e.g. `///home/user/.bashrc`) would still resolve to an absolute path, thus allowing arbitrary file creation and overwrite. This issue was addressed in releases 3.2.2, 4.4.14, 5.0.6 and 6.1.1. Users may work around this vulnerability without upgrading by creating a custom `onentry` method which sanitizes the `entry.path` or a `filter` method which removes entries with absolute paths. See referenced GitHub Advisory for details. Be aware of CVE-2021-32803 which fixes a similar bug in later versions of tar.",NVD,MEDIUM,5.8,/AV:N/AC:M/Au:N/C:N/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:H,HIGHEST,20,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",tar:2.2.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/tar:2.2.1,tar for node,ISC,"","",pkg:npm/tar@2.2.1,"cpe:2.3:a:npmjs:tar:2.2.1:*:*:*:*:*:*:*, cpe:2.3:a:tar_project:tar:2.2.1:*:*:*:*:*:*:*",1085760,"","Versions of `tar` prior to 4.4.2 for 4.x and 2.2.2 for 2.x are vulnerable to Arbitrary File Overwrite. Extracting tarballs containing a hardlink to a file that already exists in the system, and a file that matches the hardlink will overwrite the system's file with the contents of the extracted file.   ## Recommendation  For tar 4.x, upgrade to version 4.4.2 or later. For tar 2.x, upgrade to version 2.2.2 or later.",NPM,"","","","","","",HIGHEST,20,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",tar:2.2.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/tar:2.2.1,tar for node,ISC,"","",pkg:npm/tar@2.2.1,"cpe:2.3:a:npmjs:tar:2.2.1:*:*:*:*:*:*:*, cpe:2.3:a:tar_project:tar:2.2.1:*:*:*:*:*:*:*",1088782,"","### Impact  Arbitrary File Creation, Arbitrary File Overwrite, Arbitrary Code Execution  `node-tar` aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks.  Additionally, in order to prevent unnecessary `stat` calls to determine whether a given path is a directory, paths are cached when directories are created.  This logic was insufficient when extracting tar files that contained both a directory and a symlink with the same name as the directory. This order of operations resulted in the directory being created and added to the `node-tar` directory cache. When a directory is present in the directory cache, subsequent calls to mkdir for that directory are skipped. However, this is also where `node-tar` checks for symlinks occur.  By first creating a directory, and then replacing that directory with a symlink, it was thus possible to bypass `node-tar` symlink checks on directories, essentially allowing an untrusted tar file to symlink into an arbitrary location and subsequently extracting arbitrary files into that location, thus allowing arbitrary file creation and overwrite.  This issue was addressed in releases 3.2.3, 4.4.15, 5.0.7 and 6.1.2.  ### Patches  3.2.3 || 4.4.15 || 5.0.7 || 6.1.2  ### Workarounds  Users may work around this vulnerability without upgrading by creating a custom `filter` method which prevents the extraction of symbolic links.  ```js const tar = require('tar')  tar.x({   file: 'archive.tgz',   filter: (file, entry) => {     if (entry.type === 'SymbolicLink') {       return false     } else {       return true     }   } }) ```  Users are encouraged to upgrade to the latest patch versions, rather than attempt to sanitize tar input themselves.",NPM,"","","","","","",HIGHEST,20,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",tar:2.2.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/tar:2.2.1,tar for node,ISC,"","",pkg:npm/tar@2.2.1,"cpe:2.3:a:npmjs:tar:2.2.1:*:*:*:*:*:*:*, cpe:2.3:a:tar_project:tar:2.2.1:*:*:*:*:*:*:*",1089138,"","### Impact Arbitrary File Creation, Arbitrary File Overwrite, Arbitrary Code Execution  node-tar aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks. Additionally, in order to prevent unnecessary stat calls to determine whether a given path is a directory, paths are cached when directories are created.  This logic was insufficient when extracting tar files that contained two directories and a symlink with names containing unicode values that normalized to the same value. Additionally, on Windows systems, long path portions would resolve to the same file system entities as their 8.3 ""short path"" counterparts. A specially crafted tar archive could thus include directories with two forms of the path that resolve to the same file system entity, followed by a symbolic link with a name in the first form, lastly followed by a file using the second form. It led to bypassing node-tar symlink checks on directories, essentially allowing an untrusted tar file to symlink into an arbitrary location and subsequently extracting arbitrary files into that location, thus allowing arbitrary file creation and overwrite.  The v3 branch of `node-tar` has been deprecated and did not receive patches for these issues. If you are still using a v3 release we recommend you update to a more recent version of `node-tar`. If this is not possible, a workaround is available below.  ### Patches  6.1.9 || 5.0.10 || 4.4.18  ### Workarounds  Users may work around this vulnerability without upgrading by creating a custom filter method which prevents the extraction of symbolic links.  ```js const tar = require('tar')  tar.x({   file: 'archive.tgz',   filter: (file, entry) => {     if (entry.type === 'SymbolicLink') {       return false     } else {       return true     }   } }) ```  Users are encouraged to upgrade to the latest patched versions, rather than attempt to sanitize tar input themselves.  #### Fix  The problem is addressed in the following ways, when comparing paths in the directory cache and path reservation systems:  1. The `String.normalize('NFKD')` method is used to first normalize all unicode to its maximally compatible and multi-code-point form. 2. All slashes are normalized to `/` on Windows systems (on posix systems, `\` is a valid filename character, and thus left intact). 3. When a symbolic link is encountered on Windows systems, the entire directory cache is cleared.  Collisions related to use of 8.3 short names to replace directories with other (non-symlink) types of entries may make archives fail to extract properly, but will not result in arbitrary file writes.",NPM,"","","","","","",HIGHEST,20,"","","","","","","",""
