Component,License,CVE,Severity
com.liferay:com.liferay.portal.template.freemarker:3.0.9,"LGPL-2.1, LGPL-2.1+",CVE-2020-13445,8.8
com.liferay:com.liferay.portal.template.freemarker:3.0.9,"LGPL-2.1, LGPL-2.1+",sonatype-2019-0870,7.7
com.liferay:com.liferay.portal.template.soy:2.4.14,"LGPL-2.1, LGPL-2.1+",CVE-2018-10237,5.9
com.liferay:com.liferay.portal.template.soy:2.4.14,"LGPL-2.1, LGPL-2.1+",sonatype-2020-0926,6.2
com.liferay:com.liferay.portal.template.soy.context.contributor:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.template.velocity:2.0.28,"LGPL-2.1, LGPL-2.1+",CVE-2020-13445,8.8
com.liferay:com.liferay.portal.template.velocity:2.0.28,"LGPL-2.1, LGPL-2.1+",CVE-2020-13936,8.8
com.liferay:com.liferay.portal.template.velocity:2.0.28,"LGPL-2.1, LGPL-2.1+",sonatype-2020-1343,6.1
com.liferay:com.liferay.portal.template.xsl:2.0.10,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.tools.db.upgrade.client:1.0.5,"Not Declared, LGPL-2.1+",,
com.liferay:com.liferay.portal.tools.target.platform.indexer.client:1.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.upgrade:2.8.9,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.upgrade.api:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.upgrade.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.verify.extender:3.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.weblogic.support:2.0.4,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.definition.link.web:1.0.12,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.definition.web:1.0.13,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.instance.web:1.0.13,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.kaleo.api:2.2.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.kaleo.definition.api:2.1.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.kaleo.definition.impl:2.0.12,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.kaleo.runtime.api:2.2.4,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.kaleo.runtime.impl:2.0.21,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.kaleo.runtime.integration.impl:1.0.15,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.kaleo.runtime.scripting.impl:1.0.6,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.kaleo.service:2.0.37,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.workflow.lang:2.0.7,"LGPL-2.1, No Source License",,
com.liferay:com.liferay.portal.workflow.task.web:1.0.33,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.css.web:2.0.19,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.css.web:3.0.14,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.icon.close:2.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.icon.edit:2.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.icon.edit.defaults:2.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.icon.edit.guest:2.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.icon.help:2.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.icon.locator.api:2.0.4,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.icon.locator.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.icon.maximize:2.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.icon.minimize:2.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.icon.print:2.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.icon.refresh:2.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.sharing.web:2.0.11,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.toolbar.contributor.locator.api:2.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.configuration.web:1.0.28,"LGPL-2.1, LGPL-2.1+",CVE-2021-33327,4.3
com.liferay:com.liferay.portlet.display.template:2.2.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portlet.display.template.web:2.0.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.control.menu.api:3.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.control.menu.theme.contributor:2.0.13,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.control.menu.web:2.0.19,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.control.menu.web:2.0.29,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.control.panel:2.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.product.menu.theme.contributor:2.0.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.product.menu.web:2.0.24,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.simulation.api:1.1.0,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.simulation.device:2.0.13,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.simulation.theme.contributor:2.0.4,"LGPL-2.1, No Source License",,
com.liferay:com.liferay.product.navigation.simulation.web:3.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.site.administration:2.0.15,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.site.administration:3.0.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.taglib:2.0.14,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.user:2.0.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.user.personal.bar.web:2.0.10,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.product.navigation.user.personal.bar.web:4.0.10,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.quick.note.web:2.0.6,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.ratings.api:2.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.ratings.page.ratings.web:2.0.10,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.ratings.service:1.0.11,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.recent.documents.web:2.0.16,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.registry.api:1.3.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.registry.api:1.3.6,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.registry.impl:1.0.6,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.roles.admin.api:2.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.roles.admin.impl:1.0.10,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.roles.admin.web:1.0.42,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.roles.selector.web:1.0.13,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.rss.api:1.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.rss.util:1.0.12,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.rss.web:3.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.server.admin.web:1.0.32,"LGPL-2.1, LGPL-2.1+",CVE-2021-38263,6.1
com.liferay:com.liferay.site.admin.web:1.0.39,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.api:2.1.9,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.browser.web:2.0.18,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.item.selector.api:1.0.4,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.item.selector.web:2.0.21,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.memberships.web:1.0.28,"LGPL-2.1, LGPL-2.1+",CVE-2021-29044,6.1
com.liferay:com.liferay.site.my.sites.web:2.0.6,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.navigation.breadcrumb.web:3.0.4,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.navigation.directory.web:2.0.10,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.navigation.language.api:1.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.navigation.language.web:3.0.5,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.navigation.menu.web:2.0.21,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.navigation.site.map.web:2.0.18,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.navigation.taglib:2.1.9,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.site.teams.web:1.0.18,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.social.activities.api:1.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.social.activities.web:2.0.9,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.social.activity.api:1.0.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.social.activity.web:2.0.12,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.social.group.statistics.web:2.0.15,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.social.requests.web:1.0.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.social.user.statistics.api:1.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.social.user.statistics.web:3.0.5,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.staging.api:2.1.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.staging.bar.web:1.0.24,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.staging.configuration.web:1.0.21,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.staging.lang:2.0.16,"LGPL-2.1, No Source License",,
com.liferay:com.liferay.staging.portlet.data.handler:3.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.staging.processes.web:1.0.27,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.staging.security:2.0.29,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.staging.taglib:3.1.20,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.sync.api:3.0.4,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.sync.security:2.0.9,"LGPL-2.1, LGPL-2.1+",sonatype-2012-0050,5.3
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2015-6644,3.3
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000338,7.5
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000339,5.3
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000340,7.5
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000341,5.9
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000342,7.5
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000343,7.5
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000344,7.4
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000345,5.9
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000346,3.7
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000352,7.4
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2018-1000180,7.5
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2020-0187,5.5
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2020-15522,5.9
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",CVE-2020-26939,5.3
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",sonatype-2019-0673,3.7
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",sonatype-2020-0770,5.5
com.liferay:com.liferay.sync.service:1.6.4,"LGPL-2.1, LGPL-2.1+",sonatype-2021-4916,5.3
com.liferay:com.liferay.sync.web:1.0.19,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.trash.service:1.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.trash.taglib:2.0.10,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.trash.web:1.0.26,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.upload.api:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.upload.web:1.0.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.user.groups.admin.api:2.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.user.groups.admin.impl:1.0.9,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.user.groups.admin.web:1.0.20,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.users.admin.api:2.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.users.admin.impl:1.0.16,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.users.admin.web:2.4.9,"LGPL-2.1, LGPL-2.1+",sonatype-2019-0623,5.4
com.liferay:com.liferay.users.admin.web:2.5.2,"LGPL-2.1, LGPL-2.1+",sonatype-2019-0623,5.4
com.liferay:com.liferay.web.proxy.web:1.0.15,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.websocket.whiteboard:1.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.wiki.api:2.5.6,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.wiki.editor.configuration:1.0.10,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.wiki.engine.creole:2.0.17,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.wiki.engine.html:2.0.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.wiki.engine.input.editor.common:3.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.wiki.engine.lang:1.0.4,"LGPL-2.1, No Source License",,
com.liferay:com.liferay.wiki.engine.text:2.0.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.wiki.layout.prototype:1.0.17,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.wiki.navigation.web:2.0.15,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.wiki.service:1.6.24,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.wiki.web:3.0.12,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.xsl.content.web:2.0.11,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.xstream.configurator.api:2.1.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.sun.syndication:1.0.liferay-patched-1,"LGPL-2.1, Apache-2.0",,
com.liferay:com.sun.xml.ws:2.1.7.liferay-patched-1,"LGPL-2.1, No Sources",CVE-2013-5816,5
com.liferay:de.l3s.boilerpipe:1.1.0.liferay-patched-1,"LGPL-2.1, No Sources",,
com.liferay:javax.ccpp.ccpp-ri:1.0,"Not Declared, No Sources",,
com.liferay:javax.servlet.jsp:2.3.3-b02.liferay-patched-7,"LGPL-2.1, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE",,
com.liferay:javax.servlet.jsp.jstl:1.2.3.liferay-patched-2,"LGPL-2.1, No Source License",CVE-2015-0254,7.5
com.liferay:nl.captcha.simplecaptcha:1.1.1,"Not Declared, No Sources",,
com.liferay:org.apache.axis:1.4.liferay-patched-2,"LGPL-2.1, Apache-1.1, Apache-2.0",CVE-2007-2353,5
com.liferay:org.apache.axis:1.4.liferay-patched-2,"LGPL-2.1, Apache-1.1, Apache-2.0",CVE-2018-8032,6.1
com.liferay:org.apache.axis:1.4.liferay-patched-2,"LGPL-2.1, Apache-1.1, Apache-2.0",CVE-2019-0227,7.5
com.liferay:org.apache.felix.bundlerepository:2.0.2.liferay-patched-1,"LGPL-2.1, Apache-2.0",,
com.liferay:org.apache.felix.configadmin:1.8.8.liferay-patched-1,"LGPL-2.1, No Sources",,
com.liferay:org.apache.felix.fileinstall:3.5.4.liferay-patched-2,"LGPL-2.1, Apache-2.0",,
com.liferay:org.apache.xmlbeans:2.5.0.liferay-patched-1,"LGPL-2.1, No Sources",CVE-2021-23926,9.1
com.liferay:org.eclipse.equinox.http.servlet:1.2.2-liferay-cached-1,"Not Declared, EPL-1.0, LGPL-2.1+",,
com.liferay:org.eclipse.osgi:3.10.200-20150904.172142-1.liferay-patched-1,"LGPL-2.1, EPL-1.0",,
com.liferay:org.freemarker:2.3.23.liferay-patched-4,"LGPL-2.1, Apache-2.0, LGPL-2.1+",sonatype-2019-0870,7.7
com.liferay:org.hibernate.core:3.6.10.liferay-patched-3,LGPL-2.1,CVE-2020-25638,7.4
com.liferay:org.jabsorb:1.3.2.liferay-patched-1,"LGPL-2.1, Apache-2.0, JSON",,
com.liferay:org.osgi.service.http:3.5.0-20150611.165350-3.liferay-patched-2,"LGPL-2.1, No Source License",,
com.liferay.plugins:admin-theme:1.0.40,LGPL-2.1,,
com.liferay.plugins:classic-theme:1.0.43,LGPL-2.1,,
com.liferay.plugins:user-dashboard-theme:1.0.41,LGPL-2.1,,
com.liferay.plugins:user-profile-theme:1.0.41,LGPL-2.1,,
com.liferay.portal:com.liferay.portal.impl:2.30.3,"LGPL-2.1, LGPL-2.1+",CVE-2020-15840,5.3
com.liferay.portal:com.liferay.portal.impl:2.30.3,"LGPL-2.1, LGPL-2.1+",CVE-2020-7961,9.8
com.liferay.portal:com.liferay.portal.impl:2.30.3,"LGPL-2.1, LGPL-2.1+",CVE-2021-29040,5.3
com.liferay.portal:com.liferay.portal.impl:2.30.3,"LGPL-2.1, LGPL-2.1+",CVE-2021-33321,7.5
com.liferay.portal:com.liferay.portal.impl:2.30.3,"LGPL-2.1, LGPL-2.1+",CVE-2021-33322,7.5
com.liferay.portal:com.liferay.portal.impl:2.30.3,"LGPL-2.1, LGPL-2.1+",CVE-2021-33325,4.9
com.liferay.portal:com.liferay.portal.impl:2.30.3,"LGPL-2.1, LGPL-2.1+",sonatype-2019-0387,6.1
com.liferay.portal:com.liferay.portal.kernel:2.64.1,"LGPL-2.1, BSD-3-Clause, LGPL-2.1+",,
com.liferay.portal:com.liferay.portal.test:4.0.4,"LGPL-2.1, LGPL-2.1+",CVE-2020-15250,5.5
com.liferay.portal:com.liferay.portal.test.integration:4.1.2,"LGPL-2.1, LGPL-2.1+",CVE-2017-12626,7.5
com.liferay.portal:com.liferay.portal.test.integration:4.1.2,"LGPL-2.1, LGPL-2.1+",CVE-2018-11771,5.5
com.liferay.portal:com.liferay.portal.test.integration:4.1.2,"LGPL-2.1, LGPL-2.1+",CVE-2018-1324,5.5
com.liferay.portal:com.liferay.portal.test.integration:4.1.2,"LGPL-2.1, LGPL-2.1+",CVE-2020-13956,5.3
com.liferay.portal:com.liferay.portal.test.integration:4.1.2,"LGPL-2.1, LGPL-2.1+",CVE-2021-35515,7.5
com.liferay.portal:com.liferay.portal.test.integration:4.1.2,"LGPL-2.1, LGPL-2.1+",CVE-2021-35516,7.5
com.liferay.portal:com.liferay.portal.test.integration:4.1.2,"LGPL-2.1, LGPL-2.1+",CVE-2021-35517,7.5
com.liferay.portal:com.liferay.portal.test.integration:4.1.2,"LGPL-2.1, LGPL-2.1+",CVE-2021-36090,7.5
com.liferay.portal:com.liferay.portal.test.integration:4.1.2,"LGPL-2.1, LGPL-2.1+",sonatype-2016-0580,5.3
com.liferay.portal:com.liferay.portal.test.integration:4.1.2,"LGPL-2.1, LGPL-2.1+",sonatype-2017-0359,7.5
com.liferay.portal:com.liferay.portal.test.integration:4.1.2,"LGPL-2.1, LGPL-2.1+",sonatype-2021-4954,5.3
com.liferay.portal:com.liferay.portal.web:1.0.9,LGPL-2.1,,
com.liferay.portal:com.liferay.portal.web:7.0.2,LGPL-2.1,,
com.liferay.portal:com.liferay.support.tomcat:1.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay.portal:com.liferay.util.bridges:2.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay.portal:com.liferay.util.bridges:3.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay.portal:com.liferay.util.java:2.5.11,"LGPL-2.1, LGPL-2.1+",,
com.liferay.portal:com.liferay.util.slf4j:2.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay.portal:com.liferay.util.taglib:2.10.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay.webjars:com.liferay.webjars.clay:2.0.0-alpha.4,"Not Declared, No Sources",,
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.25,"Not Declared, No Sources",CVE-2018-14042,6.1
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.25,"Not Declared, No Sources",CVE-2018-20676,6.1
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.25,"Not Declared, No Sources",CVE-2018-20677,6.1
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.25,"Not Declared, No Sources",CVE-2019-8331,6.1
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.25,"Not Declared, No Sources",sonatype-2016-0129,5.4
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.25,"Not Declared, No Sources",sonatype-2017-0695,6.1
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.25,"Not Declared, No Sources",sonatype-2018-0607,6.1
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.4,"Not Declared, No Sources",CVE-2018-14042,6.1
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.4,"Not Declared, No Sources",CVE-2018-20676,6.1
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.4,"Not Declared, No Sources",CVE-2018-20677,6.1
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.4,"Not Declared, No Sources",CVE-2019-8331,6.1
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.4,"Not Declared, No Sources",sonatype-2016-0129,5.4
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.4,"Not Declared, No Sources",sonatype-2017-0695,6.1
com.liferay.webjars:com.liferay.webjars.lexicon:1.0.4,"Not Declared, No Sources",sonatype-2018-0607,6.1
com.maxmind.geoip:geoip-api:1.2.14,"LGPL-2.1, LGPL-2.0+",,
com.mchange:c3p0:0.9.5,"EPL-1.0, LGPL-2.1, EPL-1.0 or LGPL-2.1",sonatype-2019-0096,4.4
com.mchange:mchange-commons-java:0.2.9,"EPL-1.0, LGPL-2.1, EPL-1.0 or LGPL-2.1",,
com.microsoft.sqlserver:sqljdbc4:4.0.2206.100,Not Provided,,
com.ning:compress-lzf:1.0.2,Apache-2.0,,
com.octo.captcha:jcaptcha-all:1.0-rc-2.0.1,"LGPL-3.0, No Sources",,
com.orientechnologies:orientdb-spatial:2.2.33,Apache-2.0,,
com.pff:java-libpst:0.8.1,"Apache-2.0, LGPL-3.0+",,
com.pojosontheweb:monte-repack:1.0.1,"Apache-2.0, BSD-3-Clause, LGPL-2.0+",,
com.redhat.qe:json-java:20110202,"Not Declared, Not Provided",sonatype-2022-3061,7.5
com.rometools:rome:1.5.1,Apache-2.0,sonatype-2021-0802,8.6
com.spatial4j:spatial4j:0.5,Apache-2.0,,
com.squareup.okhttp:mockwebserver:1.6.0,Apache-2.0,,
com.sun.syndication:com.springsource.com.sun.syndication:1.0.0,"Not Declared, Apache-2.0",sonatype-2016-0654,7.5
com.sun.xml.bind:jaxb-impl:2.1.10,"CDDL-1.0 or GPL-2.0-CPE, BSD-3-Clause, CDDL-1.0, CDDL-1.1 or GPL-2.0-CPE",,
com.sun.xml.stream.buffer:streambuffer:0.9,"Not Declared, Apache-2.0, CDDL-1.0",,
com.tdunning:t-digest:3.0,Apache-2.0,,
com.twelvemonkeys.common:common-image:3.3.2,"BSD, BSD-3-Clause, Apache-1.1",,
com.twelvemonkeys.common:common-io:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.common:common-lang:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-bmp:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-core:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-hdr:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-icns:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-iff:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-jpeg:3.3.2,"BSD, BSD-3-Clause",sonatype-2021-0313,7.5
com.twelvemonkeys.imageio:imageio-metadata:3.3.2,"BSD, BSD-3-Clause",CVE-2021-23792,9.8
com.twelvemonkeys.imageio:imageio-pcx:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-pict:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-pnm:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-psd:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-sgi:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-tga:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-thumbsdb:3.3.2,"BSD, BSD-3-Clause",,
com.twelvemonkeys.imageio:imageio-tiff:3.3.2,"BSD, BSD-3-Clause",,
com.twitter:jsr166e:1.1.0,"CC0-1.0, Public Domain",,
com.udojava:evalex:1.1,MIT,,
com.unboundid:unboundid-ldapsdk:4.0.2,"GPL-2.0, LGPL-2.1, Non-Standard, UnboundID-LDAP-SDK-Free-Use-License, GPL-2.0 or LGPL-2.1",CVE-2018-1000134,9.8
com.uwyn:jhighlight:1.0,"CDDL-1.0, LGPL-2.1+",,
com.vividsolutions:jts:1.13,"LGPL-3.0, LGPL-2.1+",,
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2012-2098,5
