CVEs,Components,Source File,Organization,Product,Project,Severity,CVSS,CVSS Type,Status,Library Type,Creation Date,Modified Date,Top Fix,Changed Status - Comment,Changed Status  - User
CVE-2021-37750,libkadm5clnt-mit11_1.17-6ubuntu4.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,6.5,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version libkadm5-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-pkinit-debuginfo - 1.18.2-8.3,1.18.2-8.3;libkadm5 - 1.15.1-51,1.15.1-51,1.15.1-51,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-pkinit - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.15.1-51,1.18.2-8.3,1.18.2-8.3;krb5-debuginfo - 1.15.1-51,1.18.2-8.3,1.15.1-51,1.18.2-8.3;krb5-server - 1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3;krb5-libs - 1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.15.1-51,1.15.1-51;krb5-server-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-devel-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap - 1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3;krb5-libs-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation - 1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.15.1-51;krb5-devel - 1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3;krb5 - 1.15.1-51,1.18.2-8.3;krb5-debugsource - 1.18.2-8.3,1.18.2-8.3
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-37750",,
CVE-2022-1796,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4979
Message: Upgrade to version
Details: https://huntr.dev/bounties/f6739b58-49f9-4056-a843-bf76bbc1253e/",,
CVE-2022-0729,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,8.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4440
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0729",,
CVE-2021-45078,binutils-common_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,"Upgrade to version binutils - 2.37.50.20220106-1
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-45078",,
CVE-2021-45078,libbinutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version binutils - 2.37.50.20220106-1
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-45078",,
CVE-2022-0629,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4397
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0629",,
CVE-2008-3067,sudo_1.8.31-1ubuntu1.2_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,4.0,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,,,
CVE-2019-1010204,libbinutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version binutils - 2.30-73,2.30-73,2.30-73,2.30-73,2.30-73;binutils-debugsource - 2.30-73,2.30-73;binutils-devel - 2.30-73,2.30-73,2.30-73,2.30-73,2.30-73;binutils-debuginfo - 2.30-73,2.30-73
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2019-1010204",,
CVE-2022-1720,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,,,
CVE-2022-1851,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.5013
Message: Upgrade to version
Details: https://huntr.dev/bounties/f8af901a-9a46-440d-942a-8f815b59394d/",,
CVE-2020-13844,libstdc++-9-dev_9.4.0-1ubuntu1~20.04.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,,,
CVE-2022-0359,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4214
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0359",,
CVE-2022-0729,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,8.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4440
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0729",,
CVE-2022-0413,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4253
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0413",,
CVE-2022-0629,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4397
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0629",,
CVE-2022-1796,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4979
Message: Upgrade to version
Details: https://huntr.dev/bounties/f6739b58-49f9-4056-a843-bf76bbc1253e/",,
CVE-2021-3711,openssl_1.1.1f-1ubuntu2.16_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),CRITICAL,9.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version OpenSSL_1_1_1l
Message: Upgrade to version
Details: https://www.openssl.org/news/secadv/20210824.txt",,
CVE-2022-0319,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4154
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0319",,
CVE-2021-20294,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version binutils-2_35_2
Message: Upgrade to version
Details: https://bugzilla.redhat.com/show_bug.cgi?id=1943533",,
CVE-2022-29458,ncurses-bin_6.2-0ubuntu2_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.1,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version libncurses-dev - 6.3+20220423-1;lib32ncurses-dev - 6.3+20220423-1;libtinfo6-udeb - 6.3+20220423-1;lib32ncurses5-dev - 6.3+20220423-1;lib32ncurses5 - 6.3+20220423-1;lib32ncurses6 - 6.3+20220423-1;lib64ncurses5-dev - 6.3+20220423-1;libncursesw5 - 6.3+20220423-1;libncursesw6 - 6.3+20220423-1;libncurses5-dbg - 6.3+20220423-1;libncurses5-dev - 6.3+20220423-1;libncurses6-dbg - 6.3+20220423-1;lib32tinfo-dev - 6.3+20220423-1;lib64ncurses5 - 6.3+20220423-1;lib64ncurses6 - 6.3+20220423-1;lib64ncursesw6 - 6.3+20220423-1;lib32tinfo5 - 6.3+20220423-1;lib32tinfo6 - 6.3+20220423-1;ncurses-bin - 6.3+20220423-1;ncurses-doc - 6.3+20220423-1;lib32ncursesw5-dev - 6.3+20220423-1;lib64ncurses-dev - 6.3+20220423-1;libtinfo5-dbg - 6.3+20220423-1;libtinfo6-dbg - 6.3+20220423-1;libncursesw5-dbg - 6.3+20220423-1;libncursesw5-dev - 6.3+20220423-1;libncursesw6-dbg - 6.3+20220423-1;libncursesw6-udeb - 6.3+20220423-1;libtinfo5 - 6.3+20220423-1;libtinfo6 - 6.3+20220423-1;lib64tinfo5 - 6.3+20220423-1;lib64tinfo6 - 6.3+20220423-1;libtinfo5-udeb - 6.3+20220423-1;libtinfo-dev - 6.3+20220423-1;ncurses-base - 6.3+20220423-1;ncurses-term - 6.3+20220423-1;libncurses5 - 6.3+20220423-1;libncurses6 - 6.3+20220423-1;lib32ncursesw5 - 6.3+20220423-1;lib32ncursesw6 - 6.3+20220423-1;ncurses-examples - 6.3+20220423-1
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2022-29458",,
CVE-2022-1720,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,,,
CVE-2022-1851,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.5013
Message: Upgrade to version
Details: https://huntr.dev/bounties/f8af901a-9a46-440d-942a-8f815b59394d/",,
CVE-2021-4192,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version vim-common - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim - 8.0.1763-16;vim-enhanced - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim-filesystem - 8.0.1763-16;vim-X11 - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim-minimal - 8.0.1763-16,8.0.1763-16,8.0.1763-16
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-4192",,
CVE-2018-12934,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,,,
CVE-2020-13844,gcc_9.3.0-1ubuntu2_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:53.0,2023-03-07 00:52:53.0,,,
CVE-2021-39537,libtinfo6_6.2-0ubuntu2_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,8.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version ncurses - 6.3
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-39537",,
CVE-2021-39537,ncurses-bin_6.2-0ubuntu2_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,8.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version ncurses - 6.3
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-39537",,
CVE-2018-10534,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version binutils-2_31
Message: Upgrade to version
Details: http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-10534",,
CVE-2022-0359,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4214
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0359",,
CVE-2018-5709,libkdb5-9_1.17-6ubuntu4.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version 1.17
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-5709",,
CVE-2018-20657,binutils-x86-64-linux-gnu_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,"Upgrade to version gdb-debugsource - 8.2-6;gdb-gdbserver - 8.2-6,8.2-6,8.2-6,8.2-6;gdb-debuginfo - 8.2-6;gdb-headless - 8.2-6,8.2-6,8.2-6,8.2-6;gdb - 8.2-6,8.2-6,8.2-6,8.2-6,8.2-6;gdb-doc - 8.2-6
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-20657",,
CVE-2018-18605,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version binutils-2_32
Message: Upgrade to version
Details: http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2018-18605",,
CVE-2016-2568,policykit-1_0.105-26ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,,,
CVE-2020-13844,cpp-9_9.4.0-1ubuntu1~20.04.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:53.0,2023-03-07 00:52:53.0,,,
CVE-2022-1674,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4938
Message: Upgrade to version
Details: https://huntr.dev/bounties/a74ba4a4-7a39-4a22-bde3-d2f8ee07b385/",,
CVE-2018-20657,libctf0_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,"Upgrade to version gdb-debugsource - 8.2-6;gdb-gdbserver - 8.2-6,8.2-6,8.2-6,8.2-6;gdb-debuginfo - 8.2-6;gdb-headless - 8.2-6,8.2-6,8.2-6,8.2-6;gdb - 8.2-6,8.2-6,8.2-6,8.2-6,8.2-6;gdb-doc - 8.2-6
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-20657",,
CVE-2016-2568,libpolkit-gobject-1-0_0.105-26ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,,,
CVE-2018-5709,libkrb5support0_1.17-6ubuntu4.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version 1.17
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-5709",,
CVE-2017-12450,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version 2.30
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12450",,
CVE-2021-3572,pip-20.3.4-py2.py3-none-any.whl,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.7,CVSS_3,Active,Python,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version pip - 21.1
Message: Upgrade to version
Details: https://security.archlinux.org/CVE-2021-3572",,
CVE-2009-1215,screen_4.8.0-1ubuntu0.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),LOW,2.9,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,,,
CVE-2022-1629,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4925
Message: Upgrade to version
Details: https://huntr.dev/bounties/e26d08d4-1886-41f0-9af4-f3e1bf3d52ee/",,
CVE-2018-12700,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version binutils - 2.32.51.20190707-1
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-12700",,
CVE-2017-13716,libctf0_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,,,
CVE-2022-1674,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4938
Message: Upgrade to version
Details: https://huntr.dev/bounties/a74ba4a4-7a39-4a22-bde3-d2f8ee07b385/",,
CVE-2018-5709,libgssrpc4_1.17-6ubuntu4.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version 1.17
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-5709",,
CVE-2017-11164,libpcre3_8.39-12ubuntu0.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version 8.42
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11164",,
CVE-2017-12449,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version binutils - 2.29-8,2.29-8,2.29-8
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2017-12449",,
CVE-2018-5709,libk5crypto3_1.17-6ubuntu4.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version 1.17
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-5709",,
CVE-2017-13716,binutils-x86-64-linux-gnu_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,,,
CVE-2022-1735,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4969
Message: Upgrade to version
Details: https://huntr.dev/bounties/c9f85608-ff11-48e4-933d-53d1759d44d9/",,
CVE-2017-17123,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version 2.30
Message: Upgrade to version
Details: http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-17123",,
CVE-2021-39537,ncurses-base_6.2-0ubuntu2_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,8.8,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,"Upgrade to version ncurses - 6.3
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-39537",,
CVE-2021-3487,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,6.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version binutils-2_36
Message: Upgrade to version
Details: https://security.archlinux.org/CVE-2021-3487",,
CVE-2021-36222,libkadm5clnt-mit11_1.17-6ubuntu4.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version libkadm5-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-pkinit-debuginfo - 1.18.2-8.3,1.18.2-8.3;libkadm5 - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-pkinit - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-libs - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-server-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-devel-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-libs-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-devel - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5 - 1.18.2-8.3;krb5-debugsource - 1.18.2-8.3,1.18.2-8.3
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-36222",,
CVE-2021-46195,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,,,
