Component,,,CVE
org.springframework:spring-beans:4.3.18.RELEASE,BDSA-2023-0638 ,CVE-2023-20861,CVE-2023-20861
org.springframework:spring-beans:4.3.18.RELEASE,BDSA-2023-0847 ,CVE-2023-20863,CVE-2023-20863
org.springframework:spring-beans:4.3.18.RELEASE,BDSA-2024-0402,,BDSA-2024-0402
org.springframework:spring-beans:4.3.18.RELEASE,BDSA-2024-0625,,BDSA-2024-0625
org.springframework:spring-beans:4.3.18.RELEASE,BDSA-2024-1160,,BDSA-2024-1160
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2018-3577 ,CVE-2018-15756,CVE-2018-15756
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2020-2431 ,CVE-2020-5421,CVE-2020-5421
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2021-3236,,BDSA-2021-3236
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2022-0011,,BDSA-2022-0011
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2022-0820 ,CVE-2022-22950,CVE-2022-22950
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2022-0847,,BDSA-2022-0847
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2022-0858 ,CVE-2022-22965,CVE-2022-22965
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2022-1040 ,CVE-2022-22968,CVE-2022-22968
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2022-1329 ,CVE-2022-22970,CVE-2022-22970
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2023-0638 ,CVE-2023-20861,CVE-2023-20861
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2023-0847 ,CVE-2023-20863,CVE-2023-20863
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2024-0402,,BDSA-2024-0402
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2024-0625,,BDSA-2024-0625
org.springframework:spring-context:4.3.18.RELEASE,BDSA-2024-1160,,BDSA-2024-1160
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2018-3577 ,CVE-2018-15756,CVE-2018-15756
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2020-2431 ,CVE-2020-5421,CVE-2020-5421
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2021-3236,,BDSA-2021-3236
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2022-0011,,BDSA-2022-0011
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2022-0820 ,CVE-2022-22950,CVE-2022-22950
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2022-0847,,BDSA-2022-0847
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2022-0858 ,CVE-2022-22965,CVE-2022-22965
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2022-1040 ,CVE-2022-22968,CVE-2022-22968
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2022-1329 ,CVE-2022-22970,CVE-2022-22970
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2023-0638 ,CVE-2023-20861,CVE-2023-20861
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2023-0847 ,CVE-2023-20863,CVE-2023-20863
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2024-0402,,BDSA-2024-0402
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2024-0625,,BDSA-2024-0625
org.springframework:spring-core:4.3.18.RELEASE,BDSA-2024-1160,,BDSA-2024-1160
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2018-3577 ,CVE-2018-15756,CVE-2018-15756
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2020-2431 ,CVE-2020-5421,CVE-2020-5421
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2021-3236,,BDSA-2021-3236
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2022-0011,,BDSA-2022-0011
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2022-0820 ,CVE-2022-22950,CVE-2022-22950
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2022-0847,,BDSA-2022-0847
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2022-0858 ,CVE-2022-22965,CVE-2022-22965
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2022-1040 ,CVE-2022-22968,CVE-2022-22968
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2022-1329 ,CVE-2022-22970,CVE-2022-22970
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2023-0638 ,CVE-2023-20861,CVE-2023-20861
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2023-0847 ,CVE-2023-20863,CVE-2023-20863
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2024-0402,,BDSA-2024-0402
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2024-0625,,BDSA-2024-0625
org.springframework:spring-jms:4.3.18.RELEASE,BDSA-2024-1160,,BDSA-2024-1160
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2018-3577 ,CVE-2018-15756,CVE-2018-15756
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2020-2431 ,CVE-2020-5421,CVE-2020-5421
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2021-3236,,BDSA-2021-3236
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2022-0011,,BDSA-2022-0011
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2022-0820 ,CVE-2022-22950,CVE-2022-22950
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2022-0847,,BDSA-2022-0847
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2022-0858 ,CVE-2022-22965,CVE-2022-22965
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2022-1040 ,CVE-2022-22968,CVE-2022-22968
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2022-1329 ,CVE-2022-22970,CVE-2022-22970
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2023-0638 ,CVE-2023-20861,CVE-2023-20861
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2023-0847 ,CVE-2023-20863,CVE-2023-20863
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2024-0402,,BDSA-2024-0402
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2024-0625,,BDSA-2024-0625
org.springframework:spring-oxm:4.3.18.RELEASE,BDSA-2024-1160,,BDSA-2024-1160
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2018-3577 ,CVE-2018-15756,CVE-2018-15756
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2020-2431 ,CVE-2020-5421,CVE-2020-5421
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2021-3236,,BDSA-2021-3236
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2022-0011,,BDSA-2022-0011
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2022-0820 ,CVE-2022-22950,CVE-2022-22950
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2022-0847,,BDSA-2022-0847
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2022-0858 ,CVE-2022-22965,CVE-2022-22965
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2022-1040 ,CVE-2022-22968,CVE-2022-22968
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2022-1329 ,CVE-2022-22970,CVE-2022-22970
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2023-0638 ,CVE-2023-20861,CVE-2023-20861
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2023-0847 ,CVE-2023-20863,CVE-2023-20863
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2024-0402,,BDSA-2024-0402
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2024-0625,,BDSA-2024-0625
org.springframework:spring-tx:4.3.18.RELEASE,BDSA-2024-1160,,BDSA-2024-1160
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2018-3577 ,CVE-2018-15756,CVE-2018-15756
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2020-2431 ,CVE-2020-5421,CVE-2020-5421
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2021-3236,,BDSA-2021-3236
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2022-0011,,BDSA-2022-0011
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2022-0820 ,CVE-2022-22950,CVE-2022-22950
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2022-0847,,BDSA-2022-0847
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2022-0858 ,CVE-2022-22965,CVE-2022-22965
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2022-1040 ,CVE-2022-22968,CVE-2022-22968
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2022-1329 ,CVE-2022-22970,CVE-2022-22970
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2023-0638 ,CVE-2023-20861,CVE-2023-20861
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2023-0847 ,CVE-2023-20863,CVE-2023-20863
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2024-0402,,BDSA-2024-0402
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2024-0625,,BDSA-2024-0625
org.springframework:spring-web:4.3.18.RELEASE,BDSA-2024-1160,,BDSA-2024-1160
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2018-3577 ,CVE-2018-15756,CVE-2018-15756
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2020-2431 ,CVE-2020-5421,CVE-2020-5421
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2021-3236,,BDSA-2021-3236
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2022-0011,,BDSA-2022-0011
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2022-0820 ,CVE-2022-22950,CVE-2022-22950
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2022-0847,,BDSA-2022-0847
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2022-0858 ,CVE-2022-22965,CVE-2022-22965
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2022-1040 ,CVE-2022-22968,CVE-2022-22968
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2022-1329 ,CVE-2022-22970,CVE-2022-22970
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2023-0638 ,CVE-2023-20861,CVE-2023-20861
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2023-0847 ,CVE-2023-20863,CVE-2023-20863
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2024-0402,,BDSA-2024-0402
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2024-0625,,BDSA-2024-0625
org.springframework:spring-webmvc:4.3.18.RELEASE,BDSA-2024-1160,,BDSA-2024-1160
SQLite:3.21.0,BDSA-2018-0745 ,CVE-2018-8740,CVE-2018-8740
SQLite:3.21.0,BDSA-2018-4423 ,CVE-2018-20346,CVE-2018-20346
SQLite:3.21.0,BDSA-2018-4629,,BDSA-2018-4629
SQLite:3.21.0,BDSA-2019-0813,,BDSA-2019-0813
SQLite:3.21.0,BDSA-2019-0814,,BDSA-2019-0814
SQLite:3.21.0,BDSA-2019-0950 ,CVE-2018-20506,CVE-2018-20506
SQLite:3.21.0,BDSA-2019-0964 ,CVE-2018-20505,CVE-2018-20505
SQLite:3.21.0,BDSA-2019-1472,,BDSA-2019-1472
SQLite:3.21.0,BDSA-2019-1682 ,CVE-2019-8457,CVE-2019-8457
SQLite:3.21.0,BDSA-2019-2132,,BDSA-2019-2132
SQLite:3.21.0,BDSA-2019-2110,,BDSA-2019-2110
SQLite:3.21.0,BDSA-2019-2131,,BDSA-2019-2131
SQLite:3.21.0,BDSA-2019-2130,,BDSA-2019-2130
SQLite:3.21.0,BDSA-2019-2900 ,CVE-2019-16168,CVE-2019-16168
SQLite:3.21.0,BDSA-2019-3706,,BDSA-2019-3706
SQLite:3.21.0,BDSA-2019-3712,,BDSA-2019-3712
SQLite:3.21.0,BDSA-2019-3846,,BDSA-2019-3846
SQLite:3.21.0,BDSA-2019-3879 ,CVE-2019-19646,CVE-2019-19646
SQLite:3.21.0,BDSA-2019-3907 ,CVE-2019-19645,CVE-2019-19645
SQLite:3.21.0,BDSA-2019-3909,,BDSA-2019-3909
SQLite:3.21.0,BDSA-2019-3970,,BDSA-2019-3970
SQLite:3.21.0,BDSA-2019-4053,,BDSA-2019-4053
SQLite:3.21.0,BDSA-2019-4055,,BDSA-2019-4055
SQLite:3.21.0,BDSA-2019-4083,,BDSA-2019-4083
SQLite:3.21.0,BDSA-2019-4134,,BDSA-2019-4134
SQLite:3.21.0,BDSA-2020-0327,,BDSA-2020-0327
SQLite:3.21.0,BDSA-2020-0687 ,CVE-2020-11656,CVE-2020-11656
SQLite:3.21.0,BDSA-2020-1222 ,CVE-2020-13434,CVE-2020-13434
SQLite:3.21.0,BDSA-2020-1221 ,CVE-2020-13435,CVE-2020-13435
SQLite:3.21.0,BDSA-2020-1246 ,CVE-2020-13630,CVE-2020-13630
SQLite:3.21.0,BDSA-2020-1248 ,CVE-2020-13632,CVE-2020-13632
SQLite:3.21.0,BDSA-2020-1247 ,CVE-2020-13631,CVE-2020-13631
SQLite:3.21.0,BDSA-2020-1330,,BDSA-2020-1330
SQLite:3.21.0,BDSA-2021-2585,,BDSA-2021-2585
SQLite:3.21.0,BDSA-2022-2151 ,CVE-2022-35737,CVE-2022-35737
SQLite:3.21.0,BDSA-2020-4790,,BDSA-2020-4790
SQLite:3.21.0,BDSA-2022-3544,,BDSA-2022-3544
SQLite:3.21.0,BDSA-2023-3555 ,CVE-2023-7104,CVE-2023-7104
SQLite:3.21.0,BDSA-2023-3627,,BDSA-2023-3627
com.fasterxml.woodstox:woodstox-core:6.2.1,BDSA-2022-2582 ,CVE-2022-40152,CVE-2022-40152
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2013-0046 ,CVE-2013-7285,CVE-2013-7285
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2018-5035 ,CVE-2019-10173,CVE-2019-10173
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2020-3372 ,CVE-2020-26217,CVE-2020-26217
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2020-3787 ,CVE-2020-26258,CVE-2020-26258
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2020-3780 ,CVE-2020-26259,CVE-2020-26259
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-0721 ,CVE-2021-21351,CVE-2021-21351
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-0722 ,CVE-2021-21347,CVE-2021-21347
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-0724 ,CVE-2021-21350,CVE-2021-21350
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-0737 ,CVE-2021-21341,CVE-2021-21341
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-0731 ,CVE-2021-21349,CVE-2021-21349
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-0726 ,CVE-2021-21346,CVE-2021-21346
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-0730 ,CVE-2021-21344,CVE-2021-21344
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-0732 ,CVE-2021-21343,CVE-2021-21343
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-0736 ,CVE-2021-21342,CVE-2021-21342
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-0735 ,CVE-2021-21348,CVE-2021-21348
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-0728 ,CVE-2021-21345,CVE-2021-21345
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-1626 ,CVE-2021-29505,CVE-2021-29505
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2569 ,CVE-2021-39144,CVE-2021-39144
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2573 ,CVE-2021-39154,CVE-2021-39154
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2568 ,CVE-2021-39151,CVE-2021-39151
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2565 ,CVE-2021-39149,CVE-2021-39149
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2576 ,CVE-2021-39153,CVE-2021-39153
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2581 ,CVE-2021-39139,CVE-2021-39139
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2586 ,CVE-2021-39150,CVE-2021-39150
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2580 ,CVE-2021-39141,CVE-2021-39141
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2582 ,CVE-2021-39140,CVE-2021-39140
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2587 ,CVE-2021-39152,CVE-2021-39152
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2590 ,CVE-2021-39145,CVE-2021-39145
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2593 ,CVE-2021-39146,CVE-2021-39146
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2602 ,CVE-2021-39147,CVE-2021-39147
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2021-2603 ,CVE-2021-39148,CVE-2021-39148
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2022-0291 ,CVE-2021-43859,CVE-2021-43859
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2022-2580 ,CVE-2022-40151,CVE-2022-40151
com.thoughtworks.xstream:xstream:1.4.10,BDSA-2022-3693 ,CVE-2022-41966,CVE-2022-41966
zlib:1.1.3,CVE-2002-0059,,CVE-2002-0059
zlib:1.1.3,BDSA-2022-2183 ,CVE-2022-37434,CVE-2022-37434
zlib:1.1.3,BDSA-2023-2778 ,CVE-2023-45853,CVE-2023-45853
zlib:1.2.3,BDSA-2016-1107 ,CVE-2016-9840,CVE-2016-9840
zlib:1.2.3,BDSA-2016-1110 ,CVE-2016-9843,CVE-2016-9843
zlib:1.2.3,BDSA-2016-1108 ,CVE-2016-9841,CVE-2016-9841
zlib:1.2.3,BDSA-2018-5271 ,CVE-2018-25032,CVE-2018-25032
zlib:1.2.3,BDSA-2022-2183 ,CVE-2022-37434,CVE-2022-37434
zlib:1.2.3,BDSA-2023-2778 ,CVE-2023-45853,CVE-2023-45853
zlib:1.2.5,BDSA-2016-1107 ,CVE-2016-9840,CVE-2016-9840
zlib:1.2.5,BDSA-2016-1109 ,CVE-2016-9842,CVE-2016-9842
zlib:1.2.5,BDSA-2016-1110 ,CVE-2016-9843,CVE-2016-9843
zlib:1.2.5,BDSA-2016-1108 ,CVE-2016-9841,CVE-2016-9841
zlib:1.2.5,BDSA-2018-5271 ,CVE-2018-25032,CVE-2018-25032
zlib:1.2.5,BDSA-2022-2183 ,CVE-2022-37434,CVE-2022-37434
zlib:1.2.5,BDSA-2023-2778 ,CVE-2023-45853,CVE-2023-45853
zlib:1.2.11,BDSA-2018-5271 ,CVE-2018-25032,CVE-2018-25032
zlib:1.2.11,BDSA-2022-2183 ,CVE-2022-37434,CVE-2022-37434
zlib:1.2.11,BDSA-2023-2778 ,CVE-2023-45853,CVE-2023-45853
ant-contrib:ant-contrib:1.0b3,,,
ant:ant-antlr:1.6.5,,,
ant:ant-apache-bcel:1.6.5,,,
ant:ant-apache-bsf:1.6.5,,,
ant:ant-apache-oro:1.6.5,,,
ant:ant-apache-regexp:1.6.5,,,
ant:ant-apache-resolver:1.6.5,,,
ant:ant-commons-logging:1.6.5,,,
ant:ant-commons-net:1.6.5,,,
ant:ant-icontract:1.6.5,,,
ant:ant-jai:1.6.5,,,
ant:ant-javamail:1.6.5,,,
ant:ant-jdepend:1.6.5,,,
ant:ant-jmf:1.6.5,,,
ant:ant-netrexx:1.6.5,,,
ant:ant-nodeps:1.6.5,,,
ant:ant-starteam:1.6.5,,,
ant:ant-stylebook:1.6.5,,,
ant:ant-swing:1.6.5,,,
ant:ant-trax:1.6.5,,,
ant:ant-vaj:1.6.5,,,
ant:ant-weblogic:1.6.5,,,
ant:ant-xalan1:1.6.5,,,
ant:ant-xslp:1.6.5,,,
ant:ant:1.6.2,,,
ant:ant:1.6.5,,,
antlr:antlr:2.7.6rc1,,,
Antlr4.Runtime:4.6.4,,,
aopalliance:aopalliance:1.0,,,
Apache.NMS.ActiveMQ:1.6.3,,,
Apache.NMS.ActiveMQ:1.7.2,,,
Apache.NMS:1.6.0,,,
Apache.NMS:1.7.1,,,
asm:asm:3.1,,,
Autofac.Wcf:2.6.3.862,,,
Autofac.WebApi2:3.4.0,,,
Autofac:2.6.3.862,,,
Autofac:3.5.2,,,
c3p0:c3p0:0.9.1.2,,,
cglib:cglib:2.1_3,,,
cglib:cglib:3.2.9,,,
ch.qos.reload4j:reload4j:1.2.21,,,
com.fasterxml.jackson.core:jackson-annotations:2.15.2,,,
com.fasterxml.jackson.core:jackson-annotations:2.2.4,,,
com.fasterxml.jackson.core:jackson-annotations:2.9.10,,,
com.fasterxml.jackson.core:jackson-annotations:2.9.6,,,
com.fasterxml.jackson.core:jackson-core:2.15.2,,,
com.fasterxml.jackson.core:jackson-core:2.2.4,,,
com.fasterxml.jackson.core:jackson-core:2.9.10,,,
com.fasterxml.jackson.core:jackson-core:2.9.6,,,
com.fasterxml.jackson.core:jackson-databind:2.15.2,,,
com.fasterxml.jackson.core:jackson-databind:2.2.4,,,
com.fasterxml.jackson.core:jackson-databind:2.9.10,,,
com.fasterxml.jackson.core:jackson-databind:2.9.6,,,
com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.6.3,,,
com.fasterxml.uuid:java-uuid-generator:3.1.4,,,
com.fasterxml.woodstox:woodstox-core:6.2.1,,,
com.github.marianobarrios:linked-blocking-multi-queue:0.4.0,,,
com.google.code.gson:gson:2.8.5,,,
com.google.guava:guava:18.0,,,
com.google.inject:guice:4.2.2,,,
com.google.protobuf:protobuf-java:3.17.3,,,
com.googlecode.concurrentlinkedhashmap:concurrentlinkedhashmap-lru:1.4.2,,,
com.googlecode.json-simple:json-simple:1.1.1,,,
com.hynnet:jacob:1.18,,,
com.ibm.icu:icu4j:4.0.1,,,
com.jcraft:jsch:0.1.45,,,
com.jcraft:jsch:0.1.55,,,
com.lowagie:itext:2.1.3,,,
com.microsoft.sqlserver:mssql-jdbc:6.2.2.jre8,,,
com.sun.activation:jakarta.activation:2.0.0,,,
com.sun.activation:javax.activation:1.2.0,,,
com.sun.istack:istack-commons-runtime:2.21,,,
com.sun.istack:istack-commons-runtime:3.0.8,,,
com.sun.istack:istack-commons-runtime:4.0.0,,,
com.sun.istack:istack-commons-tools:4.0.0,,,
com.sun.jersey:jersey-core:1.17,,,
com.sun.jersey:jersey-json:1.17,,,
com.sun.jersey:jersey-server:1.17,,,
com.sun.jersey:jersey-servlet:1.17,,,
com.sun.mail:jakarta.mail:2.0.0,,,
com.sun.mail:javax.mail:1.5.6,,,
com.sun.mail:javax.mail:1.6.2,,,
com.sun.xml.bind.external:relaxng-datatype:3.0.0,,,
com.sun.xml.bind.external:rngom:3.0.0,,,
com.sun.xml.bind.jaxb:isorelax:20090621,,,
com.sun.xml.bind:jaxb-core:2.2.11,,,
com.sun.xml.bind:jaxb-core:3.0.0,,,
com.sun.xml.bind:jaxb-impl:2.1.8,,,
com.sun.xml.bind:jaxb-impl:2.2.11,,,
com.sun.xml.bind:jaxb-impl:2.3.2,,,
com.sun.xml.bind:jaxb-impl:3.0.0,,,
com.sun.xml.bind:jaxb-jxc:2.2.11,,,
com.sun.xml.bind:jaxb-xjc:3.0.0,,,
com.sun.xml.dtd-parser:dtd-parser:1.4.3,,,
com.sun.xml.fastinfoset:FastInfoset:1.2.16,,,
com.sun.xml.fastinfoset:FastInfoset:1.2.2,,,
com.sun.xml.fastinfoset:FastInfoset:2.0.0,,,
com.sun.xml.messaging.saaj:saaj-impl:1.3,,,
com.sun.xml.messaging.saaj:saaj-impl:2.0.0,,,
com.sun.xml.stream.buffer:streambuffer:2.0.1,,,
com.sun.xml.ws:httpspi-servlet:3.0.0,,,
com.sun.xml.ws:jaxws-eclipselink-plugin:3.0.0,,,
com.sun.xml.ws:jaxws-rt:3.0.0,,,
com.sun.xml.ws:jaxws-tools:3.0.0,,,
com.sun.xml.ws:policy:3.0.0,,,
com.sun.xml.ws:rt-fi:3.0.0,,,
com.sun.xml.ws:rt:3.0.0,,,
com.sun.xml.ws:sdo-eclipselink-plugin:3.0.0,,,
com.sun.xml.ws:servlet:3.0.0,,,
com.sun.xml.ws:wscompile:3.0.0,,,
com.thoughtworks.xstream:xstream:1.4.10,,,
Common.Logging:2.0.0,,,
commons-beanutils:commons-beanutils:1.9.3,,,
commons-cli:commons-cli:1.3.1,,,
commons-codec:commons-codec:1.1,,,
commons-codec:commons-codec:1.10,,,
commons-codec:commons-codec:1.13,,,
commons-codec:commons-codec:1.6,,,
commons-codec:commons-codec:1.9,,,
commons-collections:commons-collections:2.1.1,,,
commons-collections:commons-collections:3.2.2,,,
commons-daemon:commons-daemon:1.2.4,,,
commons-dbcp:commons-dbcp:1.4,,,
commons-io:commons-io:2.6,,,
commons-lang:commons-lang:2.1,,,
commons-lang:commons-lang:2.5,,,
commons-lang:commons-lang:2.6,,,
commons-logging:commons-logging-api:1.1,,,
commons-logging:commons-logging:1.0.4,,,
commons-logging:commons-logging:1.1,,,
commons-logging:commons-logging:1.1.1,,,
commons-logging:commons-logging:1.2,,,
commons-net:commons-net:2.0,,,
commons-net:commons-net:3.6,,,
commons-pool:commons-pool:1.5.4,,,
CsvHelper:27.1.0,,,
debian:apr:1.7.0-4,,,
DockPanelSuite.ThemeVS2015:3.0.4,,,
dom4j:dom4j:1.6.1,,,
IdentityModel.OidcClient.IdentityTokenValidator:5.2.1,,,
IdentityModel.OidcClient:5.2.1,,,
IdentityModel:5.2.0,,,
io.fabric8.insight:insight-log-core:1.2.0.Beta4,,,
io.fabric8.insight:insight-log4j:1.2.0.Beta4,,,
io.jsonwebtoken:jjwt:0.9.1,,,
jakarta.activation:jakarta.activation-api:1.2.1,,,
jakarta.annotation:jakarta.annotation-api:2.0.0,,,
jakarta.authentication:jakarta.authentication-api:2.0.0,,,
jakarta.ejb:jakarta.ejb-api:4.0.0,,,
jakarta.enterprise:jakarta.enterprise.cdi-api:3.0.0,,,
jakarta.inject:jakarta.inject-api:2.0.0,,,
jakarta.interceptor:jakarta.interceptor-api:2.0.0,,,
jakarta.jws:jakarta.jws-api:3.0.0,,,
jakarta.resource:jakarta.resource-api:2.0.0,,,
jakarta.transaction:jakarta.transaction-api:2.0.0,,,
jakarta.xml.bind:jakarta.xml.bind-api:2.3.2,,,
jakarta.xml.bind:jakarta.xml.bind-api:3.0.0,,,
jakarta.xml.soap:jakarta.xml.soap-api:2.0.0,,,
jakarta.xml.ws:jakarta.xml.ws-api:3.0.0,,,
javamail:javamail:1.3.2,,,
javax.activation:activation:1.0.2,,,
javax.activation:activation:1.1,,,
javax.activation:activation:1.1.1,,,
javax.jmdns:jmdns:3.4.1,,,
javax.xml.bind:jaxb-api:2.2.12-b140109.1041,,,
jdom:jdom:1.0,,,
jfree:jcommon:1.0.15,,,
jfree:jfreechart:1.0.12,,,
joda-time:joda-time:2.1,,,
joda-time:joda-time:2.10.3,,,
junit:junit:4.10,,,
junit:junit:4.11,,,
junit:junit:4.8.2,,,
log4j:log4j:1.2.15,,,
Microsoft.Extensions.DependencyInjection.Abstractions:7.0.0,,,
Microsoft.Extensions.DependencyInjection:7.0.0,,,
Microsoft.Extensions.DependencyModel:3.0.0,,,
Microsoft.Extensions.FileSystemGlobbing:1.1.1,,,
Microsoft.Extensions.Logging.Abstractions:7.0.0,,,
Microsoft.Extensions.Logging:7.0.0,,,
