Summary,Severity,Type,Watch-Name,Violated Resources,Component,Created,policy
Versions of lodash lower than 4.17.12 are vulnerable to Prototype Pollution. The function defaultsDeep could be tricked into adding or modifying properties of Object.prototype using a constructor payload.,Critical,security,my-project-watch,all-repos,npm://lodash:2.4.2,2022-12-28T16:04:04-05:00,"2 | Security-All,Security-Critical"
helmet-csp Package for Node.js lib/transform-directives-for-browser.ts transformDirectivesForBrowser() Function Default Directive Handling Content Security Policy Bypass,Medium,security,my-project-watch,all-repos,npm://helmet-csp:1.2.2,2022-12-28T16:04:03-05:00,1 | Security-All
mongodb Package for Node.js (node-mongodb-native) lib/operations/db_ops.js createCollection() Function Collection Name Validation Improper Exception Handling DoS,High,security,my-project-watch,all-repos,npm://mongodb:2.2.36,2022-12-28T16:04:03-05:00,1 | Security-All
"Versions of the npm CLI prior to 6.13.4 are vulnerable to an Arbitrary File Overwrite. It fails to prevent existing globally-installed binaries to be overwritten by other package installations. For example, if a package was installed globally and created a serve binary, any subsequent installs of packages that also create a serve binary would overwrite the previous serve binary. This behavior is still allowed in local installations and also through install scripts. This vulnerability bypasses a user using the --ignore-scripts install option.",Medium,security,my-project-watch,all-repos,npm://npm:3.10.10,2022-12-28T16:04:03-05:00,1 | Security-All
Versions of the npm CLI prior to 6.13.3 are vulnerable to an Arbitrary File Write. It fails to prevent access to folders outside of the intended node_modules folder through the bin field. A properly constructed entry in the package.json bin field would allow a package publisher to modify and/or gain access to arbitrary files on a user's system when the package is installed. This behavior is still possible through install scripts. This vulnerability bypasses a user using the --ignore-scripts install option.,High,security,my-project-watch,all-repos,npm://npm:3.10.10,2022-12-28T16:04:03-05:00,1 | Security-All
Versions of the npm CLI prior to 6.13.3 are vulnerable to an Arbitrary File Write. It is possible for packages to create symlinks to files outside of thenode_modules folder through the bin field upon installation. A properly constructed entry in the package.json bin field would allow a package publisher to create a symlink pointing to arbitrary files on a user's system when the package is installed. This behavior is still possible through install scripts. This vulnerability bypasses a user using the --ignore-scripts install option.,Medium,security,my-project-watch,all-repos,npm://npm:3.10.10,2022-12-28T16:04:03-05:00,1 | Security-All
"Versions of handlebars prior to 4.3.0 are vulnerable to Prototype Pollution leading to Remote Code Execution. Templates may alter an Object's __proto__ and __defineGetter__ properties, which may allow an attacker to execute arbitrary code through crafted payloads.",Critical,security,my-project-watch,all-repos,npm://handlebars:4.0.5,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
"the web framework using ljharb's qs module older than v6.3.2, v6.2.3, v6.1.2, and v6.0.4 is vulnerable to a DoS. A malicious user can send a evil request to cause the web framework crash.",High,security,my-project-watch,all-repos,npm://qs:6.2.1,2022-12-28T16:04:03-05:00,1 | Security-All
"the web framework using ljharb's qs module older than v6.3.2, v6.2.3, v6.1.2, and v6.0.4 is vulnerable to a DoS. A malicious user can send a evil request to cause the web framework crash.",High,security,my-project-watch,all-repos,npm://qs:5.2.1,2022-12-28T16:04:03-05:00,1 | Security-All
"the web framework using ljharb's qs module older than v6.3.2, v6.2.3, v6.1.2, and v6.0.4 is vulnerable to a DoS. A malicious user can send a evil request to cause the web framework crash.",High,security,my-project-watch,all-repos,npm://qs:0.6.6,2022-12-28T16:04:03-05:00,1 | Security-All
"minimist before 1.2.2 could be tricked into adding or modifying properties of Object.prototype using a ""constructor"" or ""__proto__"" payload.",Medium,security,my-project-watch,all-repos,npm://minimist:0.0.8,2022-12-28T16:04:03-05:00,1 | Security-All
"minimist before 1.2.2 could be tricked into adding or modifying properties of Object.prototype using a ""constructor"" or ""__proto__"" payload.",Medium,security,my-project-watch,all-repos,npm://minimist:0.0.10,2022-12-28T16:04:03-05:00,1 | Security-All
"minimist before 1.2.2 could be tricked into adding or modifying properties of Object.prototype using a ""constructor"" or ""__proto__"" payload.",Medium,security,my-project-watch,all-repos,npm://minimist:1.2.0,2022-12-28T16:04:03-05:00,1 | Security-All
"yargs-parser could be tricked into adding or modifying properties of Object.prototype using a ""__proto__"" payload.",Medium,security,my-project-watch,all-repos,npm://yargs-parser:2.4.1,2022-12-28T16:04:03-05:00,1 | Security-All
minimist Package for Node.js --__proto__.y=Polluted Argument Handling Prototype Pollution Remote Property Manipulation,Critical,security,my-project-watch,all-repos,npm://minimist:0.0.10,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
minimist Package for Node.js --__proto__.y=Polluted Argument Handling Prototype Pollution Remote Property Manipulation,Critical,security,my-project-watch,all-repos,npm://minimist:1.2.0,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
minimist Package for Node.js --__proto__.y=Polluted Argument Handling Prototype Pollution Remote Property Manipulation,Critical,security,my-project-watch,all-repos,npm://minimist:0.0.8,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
"All versions of bson before 1.1.4 are vulnerable to Deserialization of Untrusted Data. The package will ignore an unknown value for an object's _bsotype, leading to cases where an object is serialized as a document rather than the intended BSON type.",Critical,security,my-project-watch,all-repos,npm://bson:1.0.8,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
"All versions of bson before 1.1.4 are vulnerable to Deserialization of Untrusted Data. The package will ignore an unknown value for an object's _bsotype, leading to cases where an object is serialized as a document rather than the intended BSON type.",Critical,security,my-project-watch,all-repos,npm://bson:1.0.9,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
Incorrect parsing of certain JSON input may result in js-bson not correctly serializing BSON. This may cause unexpected application behaviour including data disclosure. This issue affects: MongoDB Inc. js-bson library version 1.1.3 and prior to.,Medium,security,my-project-watch,all-repos,npm://bson:1.0.8,2022-12-28T16:04:03-05:00,1 | Security-All
Incorrect parsing of certain JSON input may result in js-bson not correctly serializing BSON. This may cause unexpected application behaviour including data disclosure. This issue affects: MongoDB Inc. js-bson library version 1.1.3 and prior to.,Medium,security,my-project-watch,all-repos,npm://bson:1.0.9,2022-12-28T16:04:03-05:00,1 | Security-All
