Group Name,Project Name,Tool,Scanner Name,Status,Vulnerability,Details,Additional Info,Severity,CVE,CWE,Other Identifiers,Detected At,Location,Activity,Comments,Full Path,CVSS Vectors
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Input Validation,minimist could be tricked into adding or modifying properties of `Object.prototype` using a `constructor` or `__proto__` payload.,,medium,CVE-2020-7598,,Gemnasium-53e8766c-27eb-4278-8c4f-3dcef53a68bf,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""minimist""}, ""version""=>""0.0.10""}}",false,"",test-group260849/NodeGoat/101844237,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L=NVD; AV:N/AC:M/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Prototype pollution attack,"The `merge` function, and the `applyToDefaults` and `applyToDefaultsWithShallow` functions which leverage `merge` behind the scenes, are vulnerable to a prototype pollution attack when provided an unvalidated payload created from a JSON string containing the `__proto__` property.",,high,CVE-2018-3728,,Gemnasium-ecfd31cc-df09-48ff-9f79-af1c4f989b49,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""hoek""}, ""version""=>""0.9.1""}}",false,"",test-group260849/NodeGoat/101844238,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:S/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Input Validation,yargs-parser could be tricked into adding or modifying properties of `Object.prototype` using a `__proto__` payload.,,medium,CVE-2020-7608,,Gemnasium-a9e73366-2694-40b0-bcc1-795368307084,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""yargs-parser""}, ""version""=>""2.4.1""}}",false,"",test-group260849/NodeGoat/101844239,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L=NVD; AV:L/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical Express use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as a[__proto__]=b&a[__proto__]&a[length]=100000000. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4 (and therefore Express 4.17.3, which has ""deps: qs@6.9.7"" in its release description, is not vulnerable).",,high,CVE-2022-24999,,Gemnasium-3d83a0e0-db17-448c-a5f2-f3751fd07eb0,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""express""}, ""version""=>""4.16.4""}}",false,"",test-group260849/NodeGoat/101844240,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,lodash is affected by Uncontrolled Resource Consumption which can lead to a denial of service.,,medium,CVE-2019-1010266,,Gemnasium-109f3b4c-bdb3-48be-b2f9-e0348fba64bd,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""lodash""}, ""version""=>""2.4.2""}}",false,"",test-group260849/NodeGoat/101844241,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:S/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Path Traversal: 'dir/../../filename',"Moment.js is a JavaScript date library for parsing, validating, manipulating, and formatting dates. A path traversal vulnerability impacts npm (server) users of Moment.js between versions 1.0.1 and 2.29.1, especially if a user-provided locale string is directly used to switch moment locale. This problem is patched in 2.29.2, and the patch can be applied to all affected versions. As a workaround, sanitize the user-provided locale name before passing it to Moment.js.",,high,CVE-2022-24785,,Gemnasium-d8d3745b-ac49-4331-a071-bc2dd383870f; GHSA-8hfj-j24r-96c4,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""moment""}, ""version""=>""2.24.0""}}",false,"",test-group260849/NodeGoat/101844242,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N=NVD; AV:N/AC:L/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,A vulnerability was found in Braces versions prior to 2.3.1. Affected versions of this package are vulnerable to Regular Expression Denial of Service (ReDoS) attacks.,,medium,CVE-2018-1109,,Gemnasium-d5ce6a1a-0411-4ab6-9767-9cde8566be0d; GHSA-cwfw-4gq5-mrqx,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""braces""}, ""version""=>""1.8.5""}}",false,"",test-group260849/NodeGoat/101844243,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Injection Vulnerability,A prototype pollution vulnerability was found in module extend that allows an attacker to inject arbitrary properties onto `Object.prototype`.,,critical,CVE-2018-16492,,Gemnasium-d2a61bcb-1cd8-4248-a1aa-e8dc9320c424,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""extend""}, ""version""=>""3.0.0""}}",false,"",test-group260849/NodeGoat/101844244,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Path Traversal,npm is vulnerable to an Arbitrary File Write.,,medium,CVE-2019-16777,,Gemnasium-ddb1d8a2-73df-4e15-8c03-78e5772b3514; GHSA-4328-8hgf-7wjr,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""npm""}, ""version""=>""3.10.10""}}",false,"",test-group260849/NodeGoat/101844245,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N=NVD; AV:N/AC:L/Au:S/C:N/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,It was discovered that the is-my-json-valid JavaScript library used an inefficient regular expression to validate JSON fields defined to have email format. A specially crafted JSON file could cause it to consume an excessive amount of CPU time when validated.,,medium,CVE-2018-1107,,GHSA-4hpf-3wq7-5rpr; Gemnasium-1681e392-af5d-42b0-a6d2-8760128fe7d0,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""is-my-json-valid""}, ""version""=>""2.15.0""}}",false,"",test-group260849/NodeGoat/101844246,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Deserialization of Untrusted Data,Incorrect parsing of certain JSON input may result in js-bson not correctly serializing BSON. This may cause unexpected application behaviour including data disclosure.,,medium,CVE-2019-2391,,Gemnasium-0cb74b48-0049-46de-b91e-929fb920018d,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""bson""}, ""version""=>""1.0.9""}}",false,"",test-group260849/NodeGoat/101844247,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N=NVD; AV:N/AC:L/Au:S/C:P/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Modification of Assumed-Immutable Data (MAID),"lodash node module suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of `Object` via `__proto__`, causing the addition or modification of an existing property that will exist on all objects.",,medium,CVE-2018-3721,,Gemnasium-d85c7e84-cd50-4829-85a4-7e0e69f1b396,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""lodash""}, ""version""=>""2.4.2""}}",false,"",test-group260849/NodeGoat/101844248,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N=NVD; AV:N/AC:L/Au:S/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Regular Expression Denial of Service,"The marked module is vulnerable to a regular expression denial of service. Based on the information published in the public issue, 1k characters can block for around 6 seconds.",,unknown,,,Gemnasium-1ea42320-be49-483b-b3fc-8a3a090e9d6a,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""marked""}, ""version""=>""0.3.5""}}",false,"",test-group260849/NodeGoat/101844249,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,UNIX Symbolic Link (Symlink) Following,Versions of the npm CLI prior to 6.13.3 are vulnerable to an Arbitrary File Write. It is possible for packages to create symlinks to files outside of thenode_modules folder through the bin field upon installation. A properly constructed entry in the package.json bin field would allow a package publisher to create a symlink pointing to arbitrary files on a user's system when the package is installed. This behavior is still possible through install scripts. This vulnerability bypasses a user using the --ignore-scripts install option.,,medium,CVE-2019-16775,,GHSA-m6cx-g6qm-p2cx; Gemnasium-78662026-d8d3-4729-a09f-c21292a56280,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""npm""}, ""version""=>""3.10.10""}}",false,"",test-group260849/NodeGoat/101844250,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N=NVD; AV:N/AC:L/Au:S/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Malware in fsevents,"This advisory is intended to inform the npm ecosystem with details to resolve a third-party malware incident that may have impacted your infrastructure if you are directly or transitively dependent on the [fsevents](https://www.npmjs.com/package/fsevents) npm package.

fsevents v1.0.0 <= v1.2.10 downloaded binary executables that contained unintended code due to an expired cloud storage resource being reclaimed by a third party.

The fsevents npm package v1.0.0 through v1.2.10 attempts to fetch a pre-built binary executable artifact (fse.node) from cloud storage. If this fetch fails, fsevents v1.x will attempt to build this artifact directly from source.

Version 1.x of fsevents has been deprecated for several years and as a result the aforementioned cloud storage resource namespace was available for registration. A third party, unrelated to the fsevents maintainers, subsequently claimed this namespace and in April 2023 this third party started serving modified versions of the “fse.node” binary executable artifact to new fsevents v1.x users.

As of April 27, 2023 the cloud storage resource in question has been indefinitely suspended and is no longer serving binaries.

The affected cloud storage pre-fetch was [removed](https://github.com/fsevents/fsevents/commit/909af26846834642c81d19f4148afa3b7557b058) in fsevents version 1.2.11.

The impact of the modified versions of fse.node appears to be limited to information gathering.

Note that initial analysis was performed for the modified artifact associated with fsevents v1.2.9, which was distributed as fse-v1.2.9-node-v72-darwin-x64.tar.gz prior to the cloud storage resource being suspended.

For more detailed analysis you may compare a decompilation of the v1.x fse.node artifacts on your systems with the intended fsevents v1.x source as it exists at https://github.com/fsevents/fsevents/tree/v1.x

 If you are dependent on the deprecated version of fsevents v1.x, the recommended course of action is to upgrade to fsevents v2.x or remove the dependency altogether as currently maintained versions of Node.js no longer require fsevents for file system watching on macOS.

",,unknown,,,Gemnasium-d44c8e33-2a10-459f-853e-bd94088a20b9; GHSA-xv2f-5jw4-v95m,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""fsevents""}, ""version""=>""1.2.9""}}",false,"",test-group260849/NodeGoat/101844251,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Denial of Service and remote code execution,"Functions in Lodash ( merge, mergeWith, defaultsDeep) can modify the prototype of ""Object"" if given malicious data. This can lead to denial of service or remote code execution.",,unknown,,,Gemnasium-46774bb9-9ce5-4ffe-9bc8-4e610d24df43,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""lodash""}, ""version""=>""2.4.2""}}",false,"",test-group260849/NodeGoat/101844252,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Privilege Management,shelljs is vulnerable to Improper Privilege Management,,high,CVE-2022-0144,,GHSA-4rq4-32rv-6wp6; Gemnasium-ae3a382b-8614-4549-8369-2f6735ac5bf3,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""shelljs""}, ""version""=>""0.3.0""}}",false,"",test-group260849/NodeGoat/101844253,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H=NVD; AV:L/AC:L/Au:N/C:P/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,OS Command Injection,"Growl does not properly sanitize input before passing it to exec, allowing for arbitrary command execution.",,critical,CVE-2017-16042,,Gemnasium-f15b4abd-b266-46c6-9b2d-68543690394a,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""growl""}, ""version""=>""1.9.2""}}",false,"",test-group260849/NodeGoat/101844254,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') in handlebars.,,unknown,,,GHSA-q42p-pg8m-cqh6; Gemnasium-533be572-d7c6-4271-b187-9f21380f4ed3,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""handlebars""}, ""version""=>""4.0.5""}}",false,"",test-group260849/NodeGoat/101844255,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Regular Expression Denial of Service in braces,"Versions of `braces` prior to 2.3.1 are vulnerable to Regular Expression Denial of Service (ReDoS). Untrusted input may cause catastrophic backtracking while matching regular expressions. This can cause the application to be unresponsive leading to Denial of Service.


## Recommendation

Upgrade to version 2.3.1 or higher.",,unknown,,,GHSA-g95f-p29q-9xw4; Gemnasium-45801779-7e6f-46ff-b10b-b7f318dc54d2,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""braces""}, ""version""=>""1.8.5""}}",false,"",test-group260849/NodeGoat/101844256,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Cross-site Scripting,marked is vulnerable to an XSS attack in the data: URI parser.,,medium,CVE-2017-1000427,,Gemnasium-a6d18f21-b3b5-4135-9aca-307eb2470b0a,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""marked""}, ""version""=>""0.3.5""}}",false,"",test-group260849/NodeGoat/101844257,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Input Validation,"If a request is made using `multipart`, and the body type is a `number`, then the specified number of non-zero memory is passed in the body.",,medium,CVE-2017-16026,,Gemnasium-3915be40-780e-4049-8393-7871acdbe580,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""request""}, ""version""=>""2.36.0""}}",false,"",test-group260849/NodeGoat/101844258,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N=NVD; AV:N/AC:M/Au:N/C:C/I:N/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,"All versions of package lodash; all versions of package `org.fujion.webjars:lodash` is vulnerable to Regular Expression Denial of Service (ReDoS) via the `toNumber`, `trim` and `trimEnd` functions.",,medium,CVE-2020-28500,,Gemnasium-dfb5ce4b-88fa-4c99-9a00-c13bc4d39ff0,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""lodash""}, ""version""=>""2.4.2""}}",false,"",test-group260849/NodeGoat/101844259,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Regular Expression Denial of Service,Untrusted input may cause catastrophic backtracking while matching regular expressions. This can cause the application to be unresponsive leading to Denial of Service.,,unknown,,,Gemnasium-2e432200-f475-447e-ab52-be43b580a77d,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""braces""}, ""version""=>""1.8.5""}}",false,"",test-group260849/NodeGoat/101844260,""
